0 0 0 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
1 1 0 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
1 1 0 ..CC.MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 
1 1 0 ..CC.M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... D99 
1 1 0 ...CCMDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
1 1 0 CC...MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C98 
1 1 0 .CC..MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
2 2 0 .CCK.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C99 K99 
2 2 0 .CC..MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 CC...MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C98 L99 
2 2 0 ...CCMDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 ..CC.M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. D99 L99 
2 2 0 ..CC.MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 L99 
2 2 0 ..CC.MDD...MAA.K.NIEEK.NI.JLGGHHJL.. K99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. E99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
2 2 0 .CC..MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 CC...MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 
2 2 0 ...CCMDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 
2 2 0 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 I99 
2 2 0 .CC..M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC...M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C98 D99 
2 2 0 ...CCM.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC.K.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C98 K99 
3 3 0 CC.K.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C98 K99 L99 
3 3 0 CC.K.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C98 K99 
3 3 0 CC.K.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C98 K99 
3 3 0 .CCK.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C99 D99 K99 
3 3 0 .CCK.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C99 K99 
3 3 0 .CCK.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C99 K99 
3 3 0 .CCK.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C99 K99 
3 3 0 .CCK.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C99 K99 L99 
3 3 0 .CCK.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 .CC..MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 .CC..MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 CC...M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C98 D99 L99 
3 3 0 CC.K.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C98 L99 
3 3 0 CC...MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C98 E99 L99 
3 3 0 CC...MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C98 E98 L99 
3 3 0 ...CCM.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 ...CCMDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 ...CCMDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 L99 
3 3 0 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. D99 K99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI.EE.NI.JLGGHHJL.. D99 E99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI..EENI.JLGGHHJL.. D99 E98 L99 
3 3 0 ..CC.MDD...M.AAK.NIEEK.NI.JLGGHHJL.. A99 K99 L99 
3 3 0 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 I99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI.EE.NI.JLGGHHJL.. A99 E99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI..EENI.JLGGHHJL.. A99 E98 L99 
3 3 0 ..CC.M..DD.MAA.K.NIEEK.NI.JLGGHHJL.. D98 K99 L99 
3 3 0 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. D97 K99 L99 
3 3 0 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
3 3 0 ..CC.MDD.K.MAAJK.NI.JEENI..LGGHH.L.. E98 J98 L99 
3 3 0 ..CC.MDDJK.MAAJK.NI..EENI..LGGHH.L.. E98 J97 L99 
3 3 0 .CC..M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 .CC..MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 CC...M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 D99 
3 3 0 CC.K.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C98 K99 
3 3 0 CC...MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C98 I99 
3 3 0 ...CCM.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 ...CCMDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 I99 
3 3 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGGHHJ... A99 D99 I98 
3 3 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGGHHJ... A99 D99 I97 
3 3 0 CC.K.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C98 D99 K99 
8 8 0 CC.K.MDD.K.M..AA.N..JEENI.JLGGIHHL.. A98 C98 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.M.DDK.MIAAL..IEEL.N..JGGNHHJ... A99 C99 D99 G99 I99 K99 L99 N99 
8 8 0 .CCK.M.DDK.MIAAL..IEEL....JGGNHHJ..N A99 C99 D99 G99 I99 K99 L99 N98 
8 8 0 .CCK.M.DDK.MIAA..NI.JEEN..JLGGHH.L.. A99 C99 D99 E98 I99 J99 K99 L99 
8 8 0 .CCK.MIDDK.MIAAL.NEEJL.N..J.GGHH.... A99 C99 D99 E99 I98 J99 K99 L99 
8 8 0 .CCK.MIDDK.MIAAL.NEE.L.N..JGG.HHJ... A99 C99 D99 E99 G99 I98 K99 L99 
8 8 0 .CCK.MIDDK.MIAA..NEEJ..N..JLGGHH.L.. A99 C99 D99 E99 I98 J99 K99 L99 
8 8 0 .CCK.MIDDK.MIAA..NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I98 J99 K99 
8 8 0 .CCK.MIDDK.MIAA..NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I98 J99 K99 
8 8 0 .CCK.MIDDK.MIAA..NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I98 J99 K99 
8 8 0 .CCK.MIDDK.MIAA..NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I98 J99 K99 
8 8 0 .CCK.MIDDK.MIAAL...EEL.N..JGGNHHJ... A99 C99 D99 G99 I98 K99 L99 N99 
8 8 0 .CCK.MIDDK.MIAAL...EEL....JGGNHHJ..N A99 C99 D99 G99 I98 K99 L99 N98 
8 8 0 .CCK.MIDDK.MIAA..N..JEEN..JLGGHH.L.. A99 C99 D99 E98 I98 J99 K99 L99 
8 8 0 ICCK.MIDDK.MAA.L.NEE.L.N..J.GGHHJ... A98 C99 D99 E99 I97 K99 L99 
8 8 0 ICCK.MIDDK.MAA...NEE...N..JLGGHHJL.. A98 C99 D99 E99 I97 K99 L99 
8 8 0 ICCK.MIDDK.MAA.L.N.EEL.N..JGG.HHJ... A98 C99 D99 G99 I97 K99 L99 
8 8 0 ICCK.MIDDK.MAA...N..EE.N..JLGGHHJL.. A98 C99 D99 E99 I97 K99 L99 
8 8 0 ICCK.MIDDK.MAA...N...EEN..JLGGHHJL.. A98 C99 D99 E98 I97 K99 L99 
8 8 0 ICCK.MIDDK.M.AAL.NEE.L.N..JGG.HHJ... A99 C99 D99 E99 G99 I97 K99 L99 
8 8 0 ICCK.MIDDK.M.AAL...EEL.N..JGGNHHJ... A99 C99 D99 G99 I97 K99 L99 N99 
8 8 0 ICCK.MIDDK.M.AAL...EEL....JGGNHHJ..N A99 C99 D99 G99 I97 K99 L99 N98 
8 8 0 ICCK.MIDDK.M.AA..N..JEEN..JLGGHH.L.. A99 C99 D99 E98 I97 J99 K99 L99 
8 8 0 .CCK...DDK.M.AAL.MIEEL.NI.JGGNHHJ... A99 C99 D99 G99 K99 L99 M99 N99 
8 8 0 .CCK...DDK.M.AAL.MIEEL..I.JGGNHHJ..N A99 C99 D99 G99 K99 L99 M99 N98 
8 8 0 .CCK...DDK...AAL.MIEEL.MI.JGGNHHJ..N A99 C99 D99 G99 K99 L99 M98 N98 
8 8 0 .CCK.M.DDK.M.AA..NI.JEENI.JLGG.HHL.. A99 C99 D99 E98 H99 J99 K99 L99 
8 8 0 .CCK.M.DDK.MI.AA.NI.JEEN..JLGGHH.L.. A98 C99 D99 E98 I99 J99 K99 L99 
8 8 0 .CCK.MIDDK.MI.AA.NEEJ..N..JLGGHH.L.. A98 C99 D99 E99 I98 J99 K99 L99 
8 8 0 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG.HH... A98 C99 D99 E99 H99 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG..HH.. A98 C99 D99 E99 H98 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG...HH. A98 C99 D99 E99 H97 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG....HH A98 C99 D99 E99 H96 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI.AA.N..JEEN..JLGGHH.L.. A98 C99 D99 E98 I98 J99 K99 L99 
8 8 0 ICCK.MIDDK.M..AA.NEEJ..N..JLGGHH.L.. A98 C99 D99 E99 I97 J99 K99 L99 
8 8 0 ICCK.MIDDK.M..AA.NEEJL.N..JLGG.HH... A98 C99 D99 E99 H99 I97 J99 K99 
8 8 0 ICCK.MIDDK.M..AA.NEEJL.N..JLGG..HH.. A98 C99 D99 E99 H98 I97 J99 K99 
8 8 0 ICCK.MIDDK.M..AA.NEEJL.N..JLGG...HH. A98 C99 D99 E99 H97 I97 J99 K99 
8 8 0 ICCK.MIDDK.M..AA.NEEJL.N..JLGG....HH A98 C99 D99 E99 H96 I97 J99 K99 
8 8 0 ICCK.MIDDK.M..AA.N..JEEN..JLGGHH.L.. A98 C99 D99 E98 I97 J99 K99 L99 
8 8 0 .CCK.M.DDK.M..AA.NI.JEENI.JLGG.HHL.. A98 C99 D99 E98 H99 J99 K99 L99 
8 8 0 .CCK.M.DDK.MI..AANI.JEEN..JLGGHH.L.. A97 C99 D99 E98 I99 J99 K99 L99 
8 8 0 .CCK.M.DDK.MI.JAANI.JEEN...LGGHH.L.. A97 C99 D99 E98 I99 J98 K99 L99 
8 8 0 .CCK.MIDDK.MI..AANEEJ..N..JLGGHH.L.. A97 C99 D99 E99 I98 J99 K99 L99 
8 8 0 .CCK.MIDDK.MI..AANEEJL.N..JLGG.HH... A97 C99 D99 E99 H99 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI..AANEEJL.N..JLGG..HH.. A97 C99 D99 E99 H98 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI..AANEEJL.N..JLGG...HH. A97 C99 D99 E99 H97 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI..AANEEJL.N..JLGG....HH A97 C99 D99 E99 H96 I98 J99 K99 
8 8 0 .CCK.MIDDK.MI.JAANEEJ..N...LGGHH.L.. A97 C99 D99 E99 I98 J98 K99 L99 
8 8 0 .CCK.MIDDK.MI.JAANEEJL.N...LGG.HH... A97 C99 D99 E99 H99 I98 J98 K99 
8 8 0 .CCK.MIDDK.MI.JAANEEJL.N...LGG..HH.. A97 C99 D99 E99 H98 I98 J98 K99 
8 8 0 .CCK.MIDDK.MI.JAANEEJL.N...LGG...HH. A97 C99 D99 E99 H97 I98 J98 K99 
8 8 0 .CCK.MIDDK.MI.JAANEEJL.N...LGG....HH A97 C99 D99 E99 H96 I98 J98 K99 
8 8 0 .CCK.MIDDK.MI..AAN..JEEN..JLGGHH.L.. A97 C99 D99 E98 I98 J99 K99 L99 
8 8 0 .CCK.MIDDK.MI.JAAN..JEEN...LGGHH.L.. A97 C99 D99 E98 I98 J98 K99 L99 
8 8 0 ICCK.MIDDK.M...AANEEJ..N..JLGGHH.L.. A97 C99 D99 E99 I97 J99 K99 L99 
8 8 0 ICCK.MIDDK.M...AANEEJL.N..JLGG.HH... A97 C99 D99 E99 H99 I97 J99 K99 
8 8 0 ICCK.MIDDK.M...AANEEJL.N..JLGG..HH.. A97 C99 D99 E99 H98 I97 J99 K99 
8 8 0 ICCK.MIDDK.M...AANEEJL.N..JLGG...HH. A97 C99 D99 E99 H97 I97 J99 K99 
8 8 0 ICCK.MIDDK.M...AANEEJL.N..JLGG....HH A97 C99 D99 E99 H96 I97 J99 K99 
8 8 0 ICCK.MIDDK.M..JAANEEJ..N...LGGHH.L.. A97 C99 D99 E99 I97 J98 K99 L99 
8 8 0 ICCK.MIDDK.M..JAANEEJL.N...LGG.HH... A97 C99 D99 E99 H99 I97 J98 K99 
8 8 0 ICCK.MIDDK.M..JAANEEJL.N...LGG..HH.. A97 C99 D99 E99 H98 I97 J98 K99 
8 8 0 ICCK.MIDDK.M..JAANEEJL.N...LGG...HH. A97 C99 D99 E99 H97 I97 J98 K99 
8 8 0 ICCK.MIDDK.M..JAANEEJL.N...LGG....HH A97 C99 D99 E99 H96 I97 J98 K99 
8 8 0 ICCK.MIDDK.M...AAN..JEEN..JLGGHH.L.. A97 C99 D99 E98 I97 J99 K99 L99 
8 8 0 ICCK.MIDDK.M..JAAN..JEEN...LGGHH.L.. A97 C99 D99 E98 I97 J98 K99 L99 
8 8 0 .CCK.M.DDK.M...AANI.JEENI.JLGG.HHL.. A97 C99 D99 E98 H99 J99 K99 L99 
8 8 0 .CCK.M.DDK.M..JAANI.JEENI..LGG.HHL.. A97 C99 D99 E98 H99 J98 K99 L99 
8 8 0 .CCK.M.DDK.MAA...N..JEENI.JLGGIHHL.. C99 D99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.M.DDK.MAAJ..N..JEENI..LGGIHHL.. C99 D99 E98 H99 I99 J98 K99 L99 
8 8 0 .CCK..DD.K.MIAAL.MIEEL.N..JGGNHHJ... A99 C99 G99 I99 K99 L99 M99 N99 
8 8 0 .CCK..DD.K.MIAAL.MIEEL....JGGNHHJ..N A99 C99 G99 I99 K99 L99 M99 N98 
8 8 0 .CCK..DD.K..IAAL.MIEEL.M..JGGNHHJ..N A99 C99 G99 I99 K99 L99 M98 N98 
8 8 0 .CCK.MDD.K.MIAA..NI.JEEN..JLGG.HHL.. A99 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.M.AA..N..JEENI.JLGGIHHL.. A99 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.MI.AA.NI.JEEN..JLGG.HHL.. A98 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.M..AA.N..JEENI.JLGGIHHL.. A98 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.MI..AANI.JEEN..JLGG.HHL.. A97 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.MI.JAANI.JEEN...LGG.HHL.. A97 C99 E98 H99 I99 J98 K99 L99 
8 8 0 .CCK.MDDJK.MI.JAANI.EE.N...LGGHH.L.. A97 C99 E97 I99 J97 K99 L99 
8 8 0 .CCK.MDDJK.MI.JAANIEE..N...LGGHH.L.. A97 C99 E96 I99 J97 K99 L99 
8 8 0 .CCK.MDDJK.MI.JAANI..EEN...LGG.HHL.. A97 C99 E98 H99 I99 J97 K99 L99 
8 8 0 .CCK.MDD.K.M...AAN..JEENI.JLGGIHHL.. A97 C99 E98 H99 I99 J99 K99 L99 
8 8 0 .CCK.MDD.K.M..JAAN..JEENI..LGGIHHL.. A97 C99 E98 H99 I99 J98 K99 L99 
8 8 0 .CCK.MDDJK.M..JAANI.EE.NI..LGG.HHL.. A97 C99 E97 H99 J97 K99 L99 
8 8 0 .CCK.MDDJK.M..JAANIEEL.NI..LGGHH.... A97 C99 E96 J97 K99 L98 
8 8 0 .CCK.MDDJK.M..JAANIEE..NI..LGG.HHL.. A97 C99 E96 H99 J97 K99 L99 
8 8 0 .CCK.MDDJK.M..JAAN...EENI..LGGIHHL.. A97 C99 E98 H99 I99 J97 K99 L99 
8 8 0 .CCK.MDDJK.MAAJ..N..EE.NI..LGGIHHL.. C99 E97 H99 I99 J97 K99 L99 
8 8 0 .CCK.MDDJK.MAAJ..NIEEL.NI..LGG.HH... C99 E96 H99 J97 K99 L98 
8 8 0 .CCK.MDDJK.MAAJ..NIEEL.NI..LGG..HH.. C99 E96 H98 J97 K99 L98 
8 8 0 .CCK.MDDJK.MAAJ..NIEEL.NI..LGG...HH. C99 E96 H97 J97 K99 L98 
8 8 0 .CCK.MDDJK.MAAJ..NIEEL.NI..LGG....HH C99 E96 H96 J97 K99 L98 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI..GG.HH.... C99 E96 G99 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI.GG..HH.... C99 E96 G98 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NIGG...HH.... C99 E96 G97 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI...GG.HH... C99 E96 H99 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI...GG..HH.. C99 E96 H98 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI...GG...HH. C99 E96 H97 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJL.NIEEL.NI...GG....HH C99 E96 H96 J97 K99 L97 
8 8 0 .CCK.MDDJK.MAAJ..N.EE..NI..LGGIHHL.. C99 E96 H99 I99 J97 K99 L99 
8 8 0 .CCK.MDDJK.MAAJ..NEE...NI..LGGIHHL.. C99 E95 H99 I99 J97 K99 L99 
8 8 0 .CC..MIDD..MIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D99 E99 I98 J99 K99 L99 
8 8 0 ICC..MIDD..MAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D99 E99 I97 K99 L99 
8 8 0 .CC..M.DDK.MIAAK.NI.JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I99 J99 L99 
8 8 0 .CC..MIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A99 C99 D99 E99 H99 I98 J99 L99 
8 8 0 .CC..MIDDK.MIAAK.N..JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I98 J99 L99 
8 8 0 ICC..MIDDK.MAA.K.N..JEEN..JLGGHH.L.. A98 C99 D99 E98 I97 J99 L99 
8 8 0 ICC..MIDDK.MAAJK.N..JEEN...LGGHH.L.. A98 C99 D99 E98 I97 J98 L99 
8 8 0 ICC..MIDDK.M.AAK.N..JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I97 J99 L99 
8 8 0 .CC..M.DDK.M.AAK.N..JEENI.JLGGIHHL.. A99 C99 D99 E98 H99 I99 J99 L99 
8 8 0 .CC..MI.DD.MIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D98 E99 I98 J99 K99 L99 
8 8 0 ICC..MI.DD.MAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D98 E99 I97 K99 L99 
8 8 0 ICC..MI.DD.M.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D98 E99 I97 J99 K99 L99 
8 8 0 .CC..MI..DDMIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D97 E99 I98 J99 K99 L99 
8 8 0 ICC..MI..DDMAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D97 E99 I97 K99 L99 
8 8 0 ICC..MI..DDM.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D97 E99 I97 J99 K99 L99 
8 8 0 .CC..MDDJ..MAAJK.N.EEK.NI..LGGIHHL.. C99 E96 H99 I99 J97 K99 L99 
8 8 0 .CC..MDDJK.MAAJK.N.EEL.NI..LGGIHH... C99 E96 H99 I99 J97 L98 
8 8 0 .CC..MDDJK.MAAJK.N.EEL.NI..LGGI.HH.. C99 E96 H98 I99 J97 L98 
8 8 0 .CC..MDDJK.MAAJK.N.EEL.NI..LGGI..HH. C99 E96 H97 I99 J97 L98 
8 8 0 .CC..MDDJK.MAAJK.N.EEL.NI..LGGI...HH C99 E96 H96 I99 J97 L98 
8 8 0 .CC..MDDJK.MAAJK.NIEE..NI..LGG...LHH C99 E96 H96 J97 L97 
8 8 0 .CC..MDD.K.MAAJK.NEEJ..NI..LGGIHHL.. C99 E95 H99 I99 J96 L99 
8 8 0 .CC..MDD.K.MAA.K.NEEJ..NI.JLGGIHHL.. C99 E95 H99 I99 J95 L99 
8 8 0 .CC..MDDJ..MAAJK.NEE.K.NI..LGGIHHL.. C99 E95 H99 I99 J97 K99 L99 
8 8 0 .CC..MDDJK.MAAJK.NEE.L.NI..LGGIHH... C99 E95 H99 I99 J97 L98 
8 8 0 CC.K.M.DDK.MIAA..NI.JEEN..JLGGHH.L.. A99 C98 D99 E98 I99 J99 K99 L99 
8 8 0 CC.K.MIDDK.MIAA..NEEJ..N..JLGGHH.L.. A99 C98 D99 E99 I98 J99 K99 L99 
8 8 0 CC.K.MIDDK.MIAA..N..JEEN..JLGGHH.L.. A99 C98 D99 E98 I98 J99 K99 L99 
8 8 0 CC.K.M.DDK.M.AA..NI.JEENI.JLGG.HHL.. A99 C98 D99 E98 H99 J99 K99 L99 
8 8 0 CC.K.M.DDK.MAA...N..JEENI.JLGGIHHL.. C98 D99 E98 H99 I99 J99 K99 L99 
8 8 0 CC.K.M.DDK.MAAJ..N..JEENI..LGGIHHL.. C98 D99 E98 H99 I99 J98 K99 L99 
8 8 0 CC...MIDD..MIAAK.NEEJK.N..JLGGHH.L.. A99 C98 D99 E99 I98 J99 K99 L99 
8 8 0 CC...M.DDK.MIAAK.NI.JEEN..JLGG.HHL.. A99 C98 D99 E98 H99 I99 J99 L99 
8 8 0 CC...MIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A99 C98 D99 E99 H99 I98 J99 L99 
8 8 0 CC...MIDDK.MIAAK.N..JEEN..JLGG.HHL.. A99 C98 D99 E98 H99 I98 J99 L99 
8 8 0 CC...M.DDK.M.AAK.N..JEENI.JLGGIHHL.. A99 C98 D99 E98 H99 I99 J99 L99 
8 8 0 CC.K.MDD.K.MIAA..NI.JEEN..JLGG.HHL.. A99 C98 E98 H99 I99 J99 K99 L99 
8 8 0 CC.K.MDD.K.M.AA..N..JEENI.JLGGIHHL.. A99 C98 E98 H99 I99 J99 K99 L99 
8 8 0 CC.K.MDDJK.MAAJ..N..EE.NI..LGGIHHL.. C98 E97 H99 I99 J97 K99 L99 
8 8 0 CC.K.MDDJK.MAAJ..NIEEL.NI..LGG.HH... C98 E96 H99 J97 K99 L98 
8 8 0 CC.K.MDDJK.MAAJ..NIEEL.NI..LGG..HH.. C98 E96 H98 J97 K99 L98 
8 8 0 CC.K.MDDJK.MAAJ..NIEEL.NI..LGG...HH. C98 E96 H97 J97 K99 L98 
8 8 0 CC.K.MDDJK.MAAJ..NIEEL.NI..LGG....HH C98 E96 H96 J97 K99 L98 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI..GG.HH.... C98 E96 G99 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI.GG..HH.... C98 E96 G98 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NIGG...HH.... C98 E96 G97 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI...GG.HH... C98 E96 H99 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI...GG..HH.. C98 E96 H98 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI...GG...HH. C98 E96 H97 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJL.NIEEL.NI...GG....HH C98 E96 H96 J97 K99 L97 
8 8 0 CC.K.MDDJK.MAAJ..N.EE..NI..LGGIHHL.. C98 E96 H99 I99 J97 K99 L99 
8 8 0 CC.K.MDDJK.MAAJ..NEE...NI..LGGIHHL.. C98 E95 H99 I99 J97 K99 L99 
8 8 0 CCJK.MDDJK.MIAA..NI.EE.N...LGGHH.L.. A99 C98 E97 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MIAA..NIEE..N...LGGHH.L.. A99 C98 E96 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MIAA..NI..EEN...LGG.HHL.. A99 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M.AA..NI.EE.NI..LGG.HHL.. A99 C98 E97 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M.AA..NIEEL.NI..LGGHH.... A99 C98 E96 J96 K99 L98 
8 8 0 CCJK.MDDJK.M.AAL.NIEEL.NI...GGHH.... A99 C98 E96 J96 K99 L97 
8 8 0 CCJK.MDDJK.M.AA..NIEE..NI..LGG.HHL.. A99 C98 E96 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M.AA..N...EENI..LGGIHHL.. A99 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MI.AA.NI.EE.N...LGGHH.L.. A98 C98 E97 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MI.AA.NIEE..N...LGGHH.L.. A98 C98 E96 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MI.AA.NI..EEN...LGG.HHL.. A98 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M..AA.NI.EE.NI..LGG.HHL.. A98 C98 E97 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M..AA.NIEEL.NI..LGGHH.... A98 C98 E96 J96 K99 L98 
