10 0 10 .....L..ICCLG.IAAMG.JDDMH.JKEEHFFK.. 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEHFFK.. I99 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEHFFK.. G98 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEE.FFK.. G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH..DDMH.JKEEFFJK.. F99 G98 H99 I99 J99 
6 0 6 G.I..LG.ICCL...AAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I99 J99 
6 0 6 ..I..LG.ICCLG..AAMH.JDDMH.JKEE.FFK.. G97 H99 I99 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I99 J99 K99 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.J.EEFFJ... A98 D98 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.JEE.FFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK..HDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
8 0 8 ..I..LG.ICCLGAAK..DDJK..H.JEEMHFF..M A96 C98 D93 E99 F90 G97 H98 I99 J96 K94 L96 M98 
8 0 8 G.I..LG.ICCLAAJK..DDJK..H.EE.MHFF..M A97 C98 D93 E96 F94 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I..LG.ICCLAAJ...DDJK..HEEK.MHFF..M A97 C98 D93 E97 F94 G98 H98 I99 J95 K93 L96 M98 
8 0 8 G.I...G.ICC.AAJK.LDDJK.LH.EE.MHFF..M A97 C98 D93 E96 F94 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I...G.ICC.AAJ..LDDJK.LHEEK.MHFF..M A97 C98 D93 E97 F94 G98 H98 I99 J95 K93 L96 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LHEE..MHFF..M A97 C97 D93 E97 F94 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I...G.ICCLAAJK.LDDJK.MH.EE.MHFF... A97 C98 D93 E96 F94 G98 H98 I99 J95 K94 L97 M97 
8 0 8 G.I...G.ICCLAAJ..LDDJK.MHEEK.MHFF... A97 C98 D93 E97 F94 G98 H98 I99 J95 K93 L97 M97 
8 0 8 G.I...G.ICCLAAJK.LDDJK..H.EE.MH.FF.M A97 C98 D93 E96 F93 G98 H98 I99 J95 K94 L97 M98 
8 0 8 G.I...G.ICCLAAJ..LDDJK..HEEK.MH.FF.M A97 C98 D93 E97 F93 G98 H98 I99 J95 K93 L97 M98 
8 0 8 G.I..LG.ICCLAAJK..DDJK..H.EE.MH..FFM A97 C98 D93 E96 F92 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I..LG.ICCLAAJ...DDJK..HEEK.MH..FFM A97 C98 D93 E97 F92 G98 H98 I99 J95 K93 L96 M98 
8 0 8 G.I...G.ICC.AAJK.LDDJK.LH.EE.MH..FFM A97 C98 D93 E96 F92 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I...G.ICC.AAJ..LDDJK.LHEEK.MH..FFM A97 C98 D93 E97 F92 G98 H98 I99 J95 K93 L96 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LHEE..MH..FFM A97 C97 D93 E97 F92 G98 H98 I99 J95 K94 L96 M98 
8 0 8 G.I..LG.ICCLAAJK..DDJK.MH.EE.MH..FF. A97 C98 D93 E96 F92 G98 H98 I99 J95 K94 L96 M97 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MHEE...H..FF. A97 C98 D93 E97 F92 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJ...DDJK.MHEEK.MH..FF. A97 C98 D93 E97 F92 G98 H98 I99 J95 K93 L96 M97 
8 0 8 G.I...G.ICC.AAJK.LDDJK.LH.EE.MH.FF.M A97 C98 D93 E96 F91 G98 H98 I99 J95 K94 L94 M96 
8 0 8 G.I...G.ICC.AAJ..LDDJK.LHEEK.MH.FF.M A97 C98 D93 E97 F91 G98 H98 I99 J95 K93 L94 M96 
8 0 8 G.I..LG.ICCLAAJK..DDJK..H.EE.MH.FF.M A97 C98 D93 E96 F91 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJ...DDJK..HEEK.MH.FF.M A97 C98 D93 E97 F91 G98 H98 I99 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCLAAJK..DDJK.MH.EE.MHFF... A97 C98 D93 E96 F90 G98 H98 I99 J95 K94 L96 M97 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MHEE...HFF... A97 C98 D93 E97 F90 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJ...DDJK.MHEEK.MHFF... A97 C98 D93 E97 F90 G98 H98 I99 J95 K93 L96 M97 
8 0 8 G.I..LG.ICCLAAJK..DDJK.MH.EE.MH...FF A97 C98 D93 E96 F89 G98 H98 I99 J95 K94 L96 M97 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MHEE...H...FF A97 C98 D93 E97 F89 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJ...DDJK.MHEEK.MH...FF A97 C98 D93 E97 F89 G98 H98 I99 J95 K93 L96 M97 
8 0 8 G.I..LG.ICCLAAJK..DDJK.MH.EE.MH.FF.. A97 C98 D93 E96 F91 G98 H98 I99 J95 K94 L96 M97 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MHEE...H.FF.. A97 C98 D93 E97 F91 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJ...DDJK.MHEEK.MH.FF.. A97 C98 D93 E97 F91 G98 H98 I99 J95 K93 L96 M97 
8 0 8 G.I...G.ICCLAAJK.LDDJK.MH.EE.MH.FF.. A97 C98 D93 E96 F91 G98 H98 I99 J95 K94 L97 M97 
8 0 8 G.I...G.ICCLAAJ..LDDJK.MHEEK.MH.FF.. A97 C98 D93 E97 F91 G98 H98 I99 J95 K93 L97 M97 
8 0 8 G.I...G.ICCLAAJK.LDDJK.MHEE..MH...FF A97 C98 D93 E97 F91 G98 H98 I99 J95 K94 L97 M97 
8 0 8 G.I...G.ICCLAAJK.LDDJK.MH.EE.MH..FF. A97 C98 D93 E96 F92 G98 H98 I99 J95 K94 L97 M97 
8 0 8 G.I...G.ICCLAAJ..LDDJK.MHEEK.MH..FF. A97 C98 D93 E97 F92 G98 H98 I99 J95 K93 L97 M97 
8 0 8 G.I...G.ICCLAAJK.LDDJK..H.EE.MH..FFM A97 C98 D93 E96 F92 G98 H98 I99 J95 K94 L97 M98 
8 0 8 G.I...G.ICCLAAJ..LDDJK..HEEK.MH..FFM A97 C98 D93 E97 F92 G98 H98 I99 J95 K93 L97 M98 
8 0 8 G.I...G.ICCLAAJ..LDDJK..HEEK.MHFF..M A97 C98 D93 E97 F94 G98 H98 I99 J95 K93 L97 M98 
8 0 8 G.I...G.ICCLAAJK.LDDJK..H.EE.MHFF..M A97 C98 D93 E98 F94 G98 H98 I99 J95 K94 L97 M98 
8 0 8 G.I...G.IKCC.AAK.LDDJ..LH.JEEMH.FF.M A96 C99 D93 E99 F95 G98 H98 I99 J96 K93 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALDDJ..LH..EEMH.FF.M A94 C99 D93 E99 F95 G97 H98 I99 J95 K92 L98 M98 
8 0 8 G.IK..G.IKCC..JAALDDJ..LH..EEMHFF..M A94 C99 D93 E99 F94 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.IK..G.IKCC.AA..LDDJ..LH.JEEMHFF..M A92 C99 D93 E99 F94 G98 H98 I99 J96 K92 L98 M98 
8 0 8 ..IK..G.IKCCGAA..LDDJ..LH.JEEMH.FF.M A92 C99 D93 E99 F93 G97 H98 I99 J96 K92 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LDDJ..LH.JEEMH..FFM A92 C99 D93 E99 F94 G97 H98 I99 J96 K91 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALDDJ..LH..EEMHFF..M A94 C99 D93 E99 F92 G97 H98 I99 J95 K92 L98 M98 
8 0 8 ..IK..G.IKCCGAA..LDDJ..LH.JEEMHFF..M A92 C99 D93 E99 F92 G97 H98 I99 J96 K92 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALDDJ..LH..EEMH..FFM A94 C99 D93 E99 F94 G97 H98 I99 J95 K92 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LDDJ..LH.JEEMH..FFM A93 C99 D93 E99 F94 G97 H98 I99 J96 K92 L98 M98 
8 0 8 ...K..G.IKCCG.IAALDDJ..LH.JEEMH..FFM A94 C99 D93 E99 F94 G97 H98 I98 J96 K92 L98 M98 
8 0 8 G.IK..G.IKCC..JAALDDJ..LH..EEMH..FFM A94 C99 D93 E99 F94 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LDDJ..LH.JEEMH..FFM A93 C99 D93 E99 F94 G98 H98 I99 J96 K92 L98 M98 
8 0 8 G..K..G.IKCC..IAALDDJ..LH.JEEMH..FFM A94 C99 D93 E99 F94 G98 H98 I98 J96 K92 L98 M98 
8 0 8 G.IK..G.IKCC..JAALDDJ..LH..EEMH.FF.M A94 C99 D93 E99 F95 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.IK..G.IKCC.AA..LDDJ..LH.JEEMH.FF.M A96 C99 D93 E99 F95 G98 H98 I99 J96 K92 L98 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LHEE..MH.FF.M A97 C99 D93 E97 F95 G98 H98 I99 J95 K94 L98 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LH.EE.MH.FF.M A97 C99 D93 E98 F95 G98 H98 I99 J95 K94 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LDDJ..LH..EEMH.FF.M A97 C99 D93 E99 F95 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LDDJ..LH..EEMH.FF.M A97 C99 D93 E99 F95 G98 H98 I99 J95 K93 L98 M98 
8 0 8 ..I...G.ICC.GAAK.LDDJK.LH.JEEMHFF..M A98 C98 D93 E99 F94 G97 H98 I99 J96 K94 L98 M98 
8 0 8 ..I...G.ICC.GAAK.LDDJK.LH.JEEMH.FF.M A98 C98 D93 E99 F95 G97 H98 I99 J96 K94 L98 M98 
8 0 8 G..K..G.IKCCAAI..LDD...LH.JEEMH.JFFM A97 C99 D93 E99 F96 G98 H98 I98 J97 K92 L98 M98 
8 0 8 G.....G.IKCCAAIK.LDD...LH.JEEMH.JFFM A97 C99 D93 E99 F96 G98 H98 I98 J97 K93 L98 M98 
8 0 8 G.....G.I.CCAAIK.LHDDK.LH.JEEM..JFFM A97 C99 D94 E99 F96 G98 H97 I98 J97 K94 L98 M98 
8 0 8 G..K..G.IKCCAAI..L.DD..LH.JEEMH.JFFM A97 C99 D94 E99 F96 G98 H98 I98 J97 K92 L98 M98 
8 0 8 G.....G.IKCCAAIK.L.DD..LH.JEEMH.JFFM A97 C99 D94 E99 F96 G98 H98 I98 J97 K93 L98 M98 
8 0 8 ..I...G.ICC.GAAK.LHDDK.LH.JEEM..JFFM A98 C98 D94 E99 F96 G97 H97 I99 J97 K94 L98 M98 
8 0 8 G.....G.I.CCAAIK.LDDJK.LH.JEEMH.FF.M A97 C99 D93 E99 F95 G98 H98 I98 J96 K94 L98 M98 
8 0 8 G.....G.ICCLAAIK.LDDJK..H.JEEMHFF..M A97 C98 D93 E99 F94 G98 H98 I98 J96 K94 L97 M98 
8 0 8 G....LG.ICCLAAIK..DDJK..H.JEEMHFF..M A97 C98 D93 E99 F94 G98 H98 I98 J96 K94 L96 M98 
8 0 8 G.....G.ICCLAAIK.LDDJK..H.JEEMH.FF.M A97 C98 D93 E99 F93 G98 H98 I98 J96 K94 L97 M98 
8 0 8 G....LG.ICCLAAIK..DDJK.MH.JEEMH.FF.. A97 C98 D93 E99 F93 G98 H98 I98 J96 K94 L96 M97 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH..EE.H.FF.. A97 C98 D93 E99 F93 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G....LG.ICCLAAIK.MDDJK.MH.JEE.H.FF.. A97 C98 D93 E99 F93 G98 H98 I98 J96 K94 L96 M96 
8 0 8 G....LG..CCLAAIK..DDIK..H.JEEMH.JFFM A97 C98 D93 E99 F92 G98 H98 I97 J95 K94 L96 M98 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH..EE.HFF... A97 C98 D93 E99 F90 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G....LG.ICCLAAIK.MDDJK.MH.JEE.HFF... A97 C98 D93 E99 F90 G98 H98 I98 J96 K94 L96 M96 
8 0 8 G....LG.ICCLAAI..MDD...MH.JKEEH.JKFF A97 C98 D93 E98 F91 G98 H98 I98 J95 K92 L96 M96 
8 0 8 G....LG..CCLAAI..MDDIK.MH.JKEEH.J.FF A97 C98 D93 E98 F91 G98 H98 I97 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH...EEH.FF.. A97 C98 D93 E98 F89 G98 H98 I99 J93 K94 L96 M96 
8 0 8 G....LG.ICCLAAIK.MDDJK.MH.J.EEH.FF.. A97 C98 D93 E98 F89 G98 H98 I98 J94 K94 L96 M96 
8 0 8 G.I..LG.ICCLAA...MDDJ..MH.JKEEHFFK.. A97 C98 D93 E98 F88 G98 H98 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH...EEHFF... A97 C98 D93 E98 F88 G98 H98 I99 J93 K94 L96 M96 
8 0 8 G....LG.ICCLAAIK.MDDJK.MH.J.EEHFF... A97 C98 D93 E98 F88 G98 H98 I98 J94 K94 L96 M96 
8 0 8 G.I..LG.ICCLAA...MDDJ..MH.JKEEH..KFF A97 C98 D93 E98 F91 G98 H98 I99 J94 K92 L96 M96 
8 0 8 G....LG.ICCLAAI..M.DD..MH.JKEEH.JKFF A97 C98 D92 E98 F91 G98 H98 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLHAA..MHDDK.M..JKEE..JFF. A96 C98 D92 E98 F90 G98 H96 I99 J95 K93 L96 M96 
8 0 8 G.....G..CCLAAIK.LDDIK..H.JEEMH.JFFM A95 C98 D91 E97 F88 G98 H98 I97 J95 K94 L95 M94 
8 0 8 G.I...G.ICCLAAJK.LDDJK.MH..EEMH...FF A95 C98 D91 E97 F87 G98 H98 I99 J93 K94 L95 M95 
8 0 8 G.....G..CCLAAIK.LDDIK.MH.JEEMH.J.FF A95 C98 D91 E97 F87 G98 H98 I97 J95 K94 L95 M95 
8 0 8 G.I..LG.ICCLHAA..MHDDK.M..JKEE..J.FF A96 C98 D92 E98 F91 G98 H96 I99 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCL.AA..MDDJ..MH.JKEEH..KFF A96 C98 D93 E98 F91 G98 H98 I99 J94 K92 L96 M96 
8 0 8 G.....G.ICCLAAIK.LDDJK.MH.JEEMH.FF.. A97 C98 D93 E99 F87 G98 H98 I98 J94 K94 L95 M95 
8 0 8 G.....G.ICCLAAIK.LDDJK.MH.JEEMHFF... A97 C98 D93 E99 F88 G98 H98 I98 J94 K94 L95 M95 
8 0 8 G....LG.ICCLAAIK..DDJK.MH.JEEMHFF... A97 C98 D93 E99 F88 G98 H98 I98 J94 K94 L96 M95 
8 0 8 .....LG..CCLG.IAAMDDIK.MH.JKEEH.JFF. A94 C98 D93 E98 F92 G97 H98 I97 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCLH..AAMHDDK.M..JKEE..JFF. A94 C98 D92 E98 F92 G98 H96 I99 J95 K93 L96 M96 
8 0 8 G....LG..CCL..IAAMDDI..MH.JKEEH.JKFF A94 C98 D93 E98 F91 G98 H98 I97 J95 K92 L96 M96 
8 0 8 G....LG.ICCLH.IAAMHDDK.M..JKEE..J.FF A94 C98 D92 E98 F91 G98 H96 I98 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCLH.AA.MHDDK.M..JKEE..J.FF A93 C98 D92 E98 F91 G98 H96 I99 J95 K93 L96 M96 
8 0 8 .....L..ICCLG.IAAMGDDK.MH.JKEEH.J.FF A94 C98 D92 E98 F91 G96 H98 I98 J95 K93 L96 M96 
8 0 8 ..I..L..ICCLG.AA.MGDDK.MH.JKEEH.J.FF A93 C98 D92 E98 F91 G96 H98 I99 J95 K93 L96 M96 
8 0 8 ..I..L..ICCLGAA..MGDDK.MH.JKEEH.J.FF A92 C98 D92 E98 F91 G96 H98 I99 J95 K93 L96 M96 
8 0 8 ..I..L..ICCLG..AAMGDDK.MH.JKEEH.JFF. A94 C98 D92 E98 F90 G96 H98 I99 J95 K93 L96 M96 
8 0 8 ..I..L..ICCLGAA..MGDDK.MH.JKEEH.JFF. A92 C98 D92 E98 F90 G96 H98 I99 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCL..JAAMDDJK.MH..KEEHFF... A94 C98 D93 E98 F88 G96 H98 I99 J93 K93 L96 M96 
8 0 8 G.I..LG.ICCL.AA..MDDJK.MH.JKEEHFF... A92 C98 D93 E98 F88 G96 H98 I99 J94 K93 L96 M96 
8 0 8 G.I..LG.ICCL..AA.MDDJK.MH.JKEEHFF... A93 C98 D93 E98 F88 G96 H98 I99 J94 K93 L96 M96 
8 0 8 G....LG.ICCL..IAAMDDJK.MH.JKEEHFF... A94 C98 D93 E98 F88 G96 H98 I98 J94 K93 L96 M96 
8 0 8 ..I..LG.ICCLG.JAAMDDJK.MH..KEEHFF... A94 C98 D93 E98 F88 G97 H98 I99 J93 K93 L96 M96 
8 0 8 ..I..LG.ICCLGAA..MDDJK.MH.JKEEHFF... A92 C98 D93 E98 F88 G97 H98 I99 J94 K93 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MDDJK.MH.JKEEHFF... A93 C98 D93 E98 F88 G97 H98 I99 J94 K93 L96 M96 
8 0 8 .....LG.ICCLG.IAAMDDJK.MH.JKEEHFF... A94 C98 D93 E98 F88 G97 H98 I98 J94 K93 L96 M96 
8 0 8 G....LG..CCL..IAAM..IDDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G96 H98 I97 J95 K92 L96 M96 
8 0 8 G....LG..CCL..IAAMH.IDDMH.JKEE..JKFF A94 C98 D90 E98 F91 G96 H97 I97 J95 K92 L96 M96 
8 0 8 .....LG..CCLG.IAAMH.IDDMH.JKEE..JKFF A94 C98 D90 E98 F91 G97 H97 I97 J95 K92 L96 M96 
8 0 8 .....LG..CCLG.IAAM..IDDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G97 H98 I97 J95 K92 L96 M96 
8 0 8 .....LG..CCLG.IAAMDDI..MH.JKEEH.JKFF A94 C98 D93 E98 F91 G97 H98 I97 J95 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.JAAMDDJK.MH..KEEH...FF A94 C98 D93 E98 F91 G97 H98 I99 J93 K93 L96 M96 
8 0 8 G.I..LG.ICCL..JAAMDDJK.MH..KEEH...FF A94 C98 D93 E98 F91 G98 H98 I99 J93 K93 L96 M96 
8 0 8 G....LG..CCL..IAAMDDIK.MH.JKEEH.JFF. A94 C98 D93 E98 F92 G98 H98 I97 J95 K93 L96 M96 
8 0 8 G....LG..CCLAAI..MDDIK.MH.JKEEH.JFF. A97 C98 D93 E98 F92 G98 H98 I97 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH...EEH..FF. A97 C98 D93 E98 F92 G98 H98 I99 J93 K94 L96 M96 
8 0 8 G.I..LG.ICCLHAAK.MHDDK.M..J.EE..J.FF A96 C98 D92 E98 F91 G98 H96 I99 J95 K94 L96 M96 
8 0 8 ..I..L..ICCLGAAK.MGDDK.MH.J.EEH.J.FF A96 C98 D92 E98 F91 G96 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLHAAK..HDDK.M..JEEM..JFF. A96 C98 D92 E97 F90 G98 H96 I99 J95 K94 L96 M95 
8 0 8 ..I..L..ICCLGAAK..GDDK.MH.JEEMH.JFF. A96 C98 D92 E97 F90 G96 H98 I99 J95 K94 L96 M95 
8 0 8 G.I...G.ICCLHAAK.LHDDK.M..JEEM..JFF. A96 C98 D90 E97 F88 G98 H96 I99 J95 K94 L95 M95 
8 0 8 ..I.....ICCLGAAK.LGDDK.MH.JEEMH.JFF. A96 C98 D90 E97 F88 G96 H98 I99 J95 K94 L95 M95 
8 0 8 G.I..LG.ICCLHAAK..HDDK.M..JEEM..J.FF A96 C98 D92 E97 F89 G98 H96 I99 J95 K94 L96 M95 
8 0 8 ..I..L..ICCLGAAK..GDDK.MH.JEEMH.J.FF A96 C98 D92 E97 F89 G96 H98 I99 J95 K94 L96 M95 
8 0 8 G.I..LG.ICCLHAAK.MHDDK.M..JEE...J.FF A96 C98 D92 E97 F89 G98 H96 I99 J95 K94 L96 M96 
8 0 8 ..I..L..ICCLGAAK.MGDDK.MH.JEE.H.J.FF A96 C98 D92 E97 F89 G96 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLHAAK.MHDDK.M..JEE...JFF. A96 C98 D92 E97 F90 G98 H96 I99 J95 K94 L96 M96 
8 0 8 ..I..L..ICCLGAAK.MGDDK.MH.JEE.H.JFF. A96 C98 D92 E97 F90 G96 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLHAAK.MHDDK.M..J.EE..JFF. A96 C98 D92 E98 F90 G98 H96 I99 J95 K94 L96 M96 
8 0 8 ..I..L..ICCLGAAK.MGDDK.MH.J.EEH.JFF. A96 C98 D92 E98 F90 G96 H98 I99 J95 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH...EEH...FF A97 C98 D93 E98 F91 G98 H98 I99 J93 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH..EE.H...FF A97 C98 D93 E99 F91 G98 H98 I99 J93 K94 L96 M96 
8 0 8 G.I..LG.ICCLAAJK.MDDJK.MH..EE.H..FF. A97 C98 D93 E99 F92 G98 H98 I99 J95 K94 L96 M96 
8 0 8 G....LG.ICCLAAIK..DDJK..H.JEEMH.FF.M A97 C98 D93 E99 F93 G98 H98 I98 J96 K94 L96 M98 
8 0 8 G.....G.ICC.AAIK.LDDJK.LH.JEEMH.FF.M A97 C98 D93 E99 F93 G98 H98 I98 J96 K94 L98 M98 
8 0 8 G.....G.ICC.AAIK.LDDJK.LH.JEEMHFF..M A97 C98 D93 E99 F94 G98 H98 I98 J96 K94 L98 M98 
8 0 8 G.....G.I.CCAAIK.LDDJK.LH.JEEMHFF..M A97 C99 D93 E99 F94 G98 H98 I98 J96 K94 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LH.DD.LH.JEEM..JFFM A97 C99 D95 E99 F96 G97 H99 I99 J97 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LH.DD.LH.JEEM..JFFM A98 C99 D95 E99 F96 G97 H99 I99 J97 K95 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LHDD..LH.JEEM..JFFM A97 C99 D94 E99 F96 G97 H99 I99 J97 K96 L98 M98 
8 0 8 ..I...G.I.CCGAAK.LHDDK.LH.JEEM..JFFM A98 C99 D94 E99 F96 G97 H99 I99 J97 K94 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LHDD..LH.JEEM..JFFM A98 C99 D94 E99 F96 G97 H99 I99 J97 K95 L98 M98 
8 0 8 G..K..G.IKCCH.IAALH.JDDL..JEEM...FFM A96 C99 D96 E99 F96 G98 H98 I98 J98 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LH.JDDLH.JEEMFF...M A97 C99 D96 E99 F93 G98 H99 I98 J98 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LH.JDDLH.JEEM.FF..M A98 C99 D96 E99 F94 G97 H99 I99 J98 K95 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LH.JDDLH.JEEM..FF.M A98 C99 D96 E99 F95 G97 H99 I99 J98 K95 L98 M98 
8 0 8 ...K..G.IKCCG.IAALH.JDDLH.JEEMFF...M A96 C99 D96 E99 F99 G97 H99 I98 J98 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.AA.LH.JDDL..JEEMFF...M A95 C99 D96 E99 F99 G98 H98 I99 J98 K96 L98 M98 
8 0 8 G..K..G.IKCCH.IAALH.JDDL..JEEMFF...M A96 C99 D96 E99 F99 G98 H98 I98 J98 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLHEE..MFF...M A96 C99 D96 E97 F99 G98 H99 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLH.EE.MFF...M A96 C99 D96 E98 F99 G98 H99 I99 J97 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAALH.JDDLH..EEMFF...M A96 C99 D96 E99 F99 G97 H99 I99 J97 K96 L98 M98 
8 0 8 ..IK..G.IKCCG..AALHDD..LH.JEEMFFJ..M A96 C99 D94 E99 F99 G97 H99 I99 J99 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LH..DDLH.JEEMFFJ..M A95 C99 D96 E99 F99 G97 H99 I99 J99 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALHDD..LH.JEEMFFJ..M A96 C99 D94 E99 F99 G98 H99 I98 J99 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALH..DDLH.JEEMFFJ..M A96 C99 D96 E99 F99 G97 H99 I98 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.JAALH.JDDL...EEMFF...M A96 C99 D96 E99 F99 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALHDD..L..JEEMFFJ..M A96 C99 D94 E99 F99 G98 H98 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.AA.LH..DDL..JEEMFFJ..M A95 C99 D96 E99 F99 G98 H98 I99 J99 K96 L98 M98 
8 0 8 G..K..G.IKCCH.IAALH..DDL..JEEMFFJ..M A96 C99 D96 E99 F99 G98 H98 I98 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.DD.L..JEEMFFJ..M A96 C99 D95 E99 F99 G98 H98 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCAA...LH.DD.LH.JEEMFFJ..M A93 C99 D95 E99 F99 G98 H99 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LH.DD.LH.JEEMFFJ..M A95 C99 D95 E99 F99 G98 H99 I99 J99 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALH.DD.LH.JEEMFFJ..M A96 C99 D95 E99 F99 G98 H99 I98 J99 K96 L98 M98 
8 0 8 ..IK..G.IKCCG..AALH.DD.LH.JEEMFFJ..M A96 C99 D95 E99 F99 G97 H99 I99 J99 K96 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LH.JDDLH..EEMFF...M A97 C99 D96 E99 F99 G98 H99 I99 J97 K95 L98 M98 
