11 0 11 HBBL..H.JLCCI.JAAMI.KDDM..KEEN.FF..N 
10 0 10 HBBL..H.JLCCI.JAAMI.KDDM..KEEN...FFN F98 
9 0 9 HBBL..H.JLCCI.JAAMI..DDM..KEEN..KFFN F98 K99 
8 0 8 HBBL..H.JLCC..JAAM...DDMI.KEENI.KFFN F98 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAM...DDMI.KEENI.KFFN F98 H99 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAMI..DDMI.KEEN..KFFN F98 H99 I97 K99 
7 0 7 BB.L..H.JLCCH.JAAM...DDMI.KEENI.KFFN B99 F98 H99 I98 K99 
7 0 7 BB.L..H.JLCCH.JAAM..KDDMI.KEENI..FFN B99 F98 H99 I98 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI..FFN B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENIFF..N B99 F96 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI.FF.N B99 F97 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M..KDDMI.KEENI..FFN A98 B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M...DDMI.KEENI.KFFN A98 B99 F98 H99 I98 J99 K97 
7 0 7 BBJL..H.JLCCH..AAM...DDMI.KEENI.KFFN B99 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAMI..DDMI.KEEN..KFFN B99 F98 H99 I97 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM.DD..MI.KEENI.KFFN B99 D98 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM..DD.MI.KEENI.KFFN B99 D99 F98 H99 I98 J99 K99 
8 0 8 BBJL....JLCCH..AAMH..DDMI.KEENI.KFFN B99 F98 H98 I98 J99 K99 
8 0 8 BBJL..H.JLCCHAA..MI..DDMI.KEEN..KFFN A98 B99 F98 H99 I97 J99 K97 
8 0 8 BBJL..H.JLCCHAA..M.DD..MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 
8 0 8 BBJ...H.J.CCHAAL.M.DDL.MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ...H.JCC.HAAL.M.DDL.MI.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ..MH.JCCMHAAL...DDL..I.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.N.DD..NI.KLEEI.KLFF A95 B96 C99 D96 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCM...AANIDDL.NI.KLEE..KFF. A96 B96 C99 D96 E99 F96 H98 I97 J97 K97 L97 M98 N98 
8 0 8 H..BBMH.JCCM..JAANDDKL.NI.KLEEIFF... A96 B96 C99 D97 E99 F94 H98 I98 J98 K96 L97 M98 N98 
8 0 8 H..BBMH.JCCM..JAANDDK..NI.KLEEI..LFF A96 B96 C99 D97 E99 F97 H98 I98 J98 K96 L96 M98 N98 
8 0 8 H..BBMH..CCM..JAANDDJ..NI.KLEEI.KLFF A96 B96 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 H..BBMH.JCCM..JAANDDKL.NI.KLEEI..FF. A96 B96 C99 D97 E99 F96 H98 I98 J98 K96 L97 M98 N98 
8 0 8 H..BBMH..CCM..JAANDDJL.NI.KLEEI.KFF. A96 B96 C99 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
8 0 8 HBB..MHCC..M..JAANDDJL.NI.KLEEI.K.FF A96 B94 C97 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
8 0 8 HBB..MH.CC.M..JAANDDJL.NI.KLEEI.K.FF A96 B94 C98 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
8 0 8 HBB..MH..CCM..JAANDDJ..NI.KLEEI.KLFF A96 B94 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 HBB..MH..CCM..JAANDDJL.NI.KLEEI.KFF. A96 B94 C99 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
8 0 8 H.BB.MHCC..M..JAANDDJL.NI.KLEEI.K.FF A96 B95 C97 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
8 0 8 H.BB.MH.CC.M..JAANDDJL.NI.KLEEI.K.FF A96 B95 C98 D97 E99 F97 H98 I98 J97 K97 L97 M98 N98 
8 0 8 H.BB.MH..CCM..JAANDDJ..NI.KLEEI.KLFF A96 B95 C99 D97 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 H.BB.MH..CCM..JAANDDJL.NI.KLEEI.KFF. A96 B95 C99 D97 E99 F96 H98 I98 J97 K97 L97 M98 N98 
8 0 8 .BB..MHCC..MH.JAANDDJL.NI.KLEEI.K.FF A96 B94 C97 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 .BB..MH.CC.MH.JAANDDJL.NI.KLEEI.K.FF A96 B94 C98 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 .BB..MH..CCMH.JAANDDJ..NI.KLEEI.KLFF A96 B94 C99 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
8 0 8 .BB..MH.JCCMH.JAAN.DDL.NI.KLEEI.KFF. A96 B94 C99 D96 E99 F96 H99 I98 J98 K97 L97 M98 N98 
8 0 8 .BB..MH..CCMH.JAANDDJL.NI.KLEEI.KFF. A96 B94 C99 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
8 0 8 ..BB.MHCC..MH.JAANDDJL.NI.KLEEI.K.FF A96 B95 C97 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 ..BB.MH.CC.MH.JAANDDJL.NI.KLEEI.K.FF A96 B95 C98 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 BB...MH..CCMH.JAANDDJL.NI.KLEEI.K.FF A96 B93 C99 D97 E99 F97 H99 I98 J97 K97 L97 M98 N98 
8 0 8 ..BB.MH..CCMH.JAANDDJ..NI.KLEEI.KLFF A96 B95 C99 D97 E99 F97 H99 I98 J97 K97 L96 M98 N98 
8 0 8 ..BB.MH.JCCMH.JAAN.DDL.NI.KLEEI.KFF. A96 B95 C99 D96 E99 F96 H99 I98 J98 K97 L97 M98 N98 
8 0 8 ..BB.MH..CCMH.JAANDDJL.NI.KLEEI.KFF. A96 B95 C99 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
8 0 8 BB...MH.JCCMH.JAANDD.L.NI.KLEEI.KFF. A96 B93 C99 D97 E99 F96 H99 I98 J98 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NIDDL.NI.KLEE..K.FF A94 B96 C99 D98 E99 F97 H99 I97 J97 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NIDDL.NI.KLEE..K.FF A95 B96 C99 D98 E99 F97 H99 I97 J97 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.N.DD..NI.KLEEI.KLFF A95 B96 C99 D98 E99 F97 H99 I98 J97 K97 L96 M98 N98 
8 0 8 ..JBBM..JCCMH..AANHDD..NI.KLEEI.KLFF A96 B96 C99 D98 E99 F97 H98 I98 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NDDKL.NI.KLEEI..FF. A94 B96 C99 D97 E99 F96 H99 I98 J97 K96 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NDD.L.NI.KLEEI.KFF. A93 B96 C99 D97 E99 F96 H99 I98 J97 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..N.DD..NI.KLEEI.KLFF A94 B96 C99 D98 E99 F95 H99 I98 J97 K97 L94 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NIDDL.NI.KLEE..KFF. A94 B96 C99 D98 E99 F96 H98 I97 J97 K97 L95 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NIDDL.NI.KLEE..K.FF A94 B96 C99 D98 E99 F95 H98 I97 J97 K97 L95 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NIDDL.NI.K.EE..K.FF A94 B96 C99 D98 E99 F95 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NIDDL.NI.KEE...K.FF A94 B96 C99 D98 E98 F95 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL..IDDL.NI.KEEN..K.FF A94 B96 C99 D98 E98 F95 H97 I97 J97 K97 L96 M98 N97 
8 0 8 H..BB.H.JCC.AAJL.MIDDL.MI.KEEN..KFFN A93 B96 C99 D98 E98 F94 H98 I97 J96 K97 L96 M96 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..I..EENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NI..EENI.FF.. A93 B96 C99 D97 E98 F91 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NI..EENI.FF.. A93 B95 C99 D97 E98 F91 H98 I98 J97 K95 L96 M95 N95 
8 0 8 ..J.BBH.JCCMHAAL.MIDDL..I.KEEN..KFFN A92 B95 C99 D96 E98 F90 H97 I97 J97 K95 L96 M95 N96 
8 0 8 ..J.BBH.JCC.HAAL.MIDDL.MI.KEEN..KFFN A92 B95 C99 D96 E98 F90 H97 I97 J97 K95 L96 M94 N96 
8 0 8 ..J.BBH.J.CCHAAL.MIDDL.MI.KEEN..KFFN A92 B95 C98 D96 E98 F90 H97 I97 J97 K95 L96 M94 N96 
8 0 8 ..JLBBH.JLCCHAA..MDDK..MI.KEENI..FFN A92 B95 C98 D95 E98 F90 H97 I98 J97 K94 L94 M94 N96 
8 0 8 ..JLBBH.JLCCH..AAMDDK..MI.KEENI..FFN A90 B95 C98 D95 E98 F90 H97 I98 J97 K94 L94 M94 N96 
8 0 8 ..JLBBH.JLCCH..AAMDDK..MI.KEENIFF..N A90 B95 C98 D95 E98 F88 H97 I98 J97 K94 L94 M94 N96 
8 0 8 H.JLBBH.JLCC...AAMDDK..MI.KEENIFF..N A90 B95 C98 D95 E98 F88 H96 I98 J97 K94 L94 M94 N96 
8 0 8 H.JLBBH.JLCC...AAMDDK..MI.KEENI.FF.N A90 B95 C98 D95 E98 F87 H96 I98 J97 K94 L94 M94 N96 
8 0 8 ..JLBBH.JLCCH..AAMDDK..MI.KEENI.FF.N A90 B95 C98 D95 E98 F89 H97 I98 J97 K94 L94 M94 N96 
8 0 8 H.JLBBH.JLCC...AAMDDK..MI.KEENI..FFN A90 B95 C98 D95 E98 F90 H96 I98 J97 K94 L94 M94 N96 
8 0 8 ..J.BBH.JLCCHAAL.MDDK..MI.KEENI..FFN A92 B95 C98 D95 E98 F90 H97 I98 J97 K94 L95 M94 N96 
8 0 8 ..J.BBH.J.CCHAAL.MDDKL.MI.KEENI.FF.N A92 B95 C98 D95 E98 F89 H97 I98 J97 K94 L96 M94 N96 
8 0 8 ..J.BBH.J.CCHAAL.MDDKL.MI.KEENIFF..N A92 B95 C98 D95 E98 F88 H97 I98 J97 K94 L96 M94 N96 
8 0 8 H...BBH.JLCCAAJL.MDDK..MI.KEENI..FFN A91 B95 C98 D95 E98 F90 H98 I98 J96 K94 L95 M94 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MI.EE.NI..FFN A91 B95 C98 D95 E97 F90 H98 I98 J97 K93 L96 M94 N96 
8 0 8 H.J.BBH.JLCC.AAL.MDDK..MI.KEENIFF..N A90 B95 C98 D95 E98 F88 H98 I98 J97 K94 L95 M94 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MI.EE.NIFF..N A91 B95 C98 D95 E97 F88 H98 I98 J97 K93 L96 M94 N96 
8 0 8 H.J.BBH.JLCCAAKL.MDDK..MI..EENIFF..N A91 B95 C98 D95 E98 F88 H98 I98 J97 K93 L95 M94 N96 
8 0 8 H.J.BBH.JLCC.AAL.MDDK..MI.KEENI.FF.N A90 B95 C98 D95 E98 F89 H98 I98 J97 K94 L95 M94 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MI.EE.NI.FF.N A91 B95 C98 D95 E97 F89 H98 I98 J97 K93 L96 M94 N96 
8 0 8 H.J.BBH.JLCCAAKL.MDDK..MI..EENI.FF.N A91 B95 C98 D95 E98 F89 H98 I98 J97 K93 L95 M94 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MI.EE.NI.FF.N A91 B94 C98 D95 E97 F89 H98 I98 J97 K93 L96 M94 N96 
8 0 8 H.JBB.H.JLCCAAKL.MDDK..MI..EENI.FF.N A91 B94 C98 D95 E98 F89 H98 I98 J97 K93 L95 M94 N96 
8 0 8 ..J.BBH.JCC.HAAL.MDDKL.MI.KEENI.FF.N A92 B95 C97 D95 E98 F89 H97 I98 J97 K94 L96 M94 N96 
8 0 8 ..J.BBH.JCC.HAAL.MDDKL.MI.KEENIFF..N A92 B95 C97 D95 E98 F88 H97 I98 J97 K94 L96 M94 N96 
8 0 8 ..JBB.H.J.CCHAAL.MDDKL.MI.KEENI.FF.N A92 B94 C98 D95 E98 F89 H97 I98 J97 K94 L96 M94 N96 
8 0 8 H.JBB.H.JLCC.AAL.MDDK..MI.KEENI.FF.N A92 B94 C98 D95 E98 F89 H98 I98 J97 K94 L95 M94 N96 
8 0 8 ..JBB.H.JLCCHAAL.MDDK..MI.KEENI..FFN A92 B94 C98 D95 E98 F90 H97 I98 J97 K94 L95 M94 N96 
8 0 8 ..JBB.H.J.CCHAAL.MDDKL.MI.KEENIFF..N A92 B94 C98 D95 E98 F88 H97 I98 J97 K94 L96 M94 N96 
8 0 8 H.J.BBH.JLCCAAKL.MDDK..MI..EENI..FFN A91 B95 C98 D95 E98 F90 H98 I98 J97 K93 L95 M94 N96 
8 0 8 ..JBB.H.JLCCHAAL.MDD...MI.KEENI.KFFN A92 B94 C98 D95 E98 F90 H97 I98 J97 K95 L95 M94 N96 
8 0 8 H...BBH.J.CCAAJL.MIDDL.MI.KEEN..KFFN A91 B95 C98 D96 E98 F90 H98 I97 J96 K95 L96 M94 N96 
8 0 8 ..JBB.H.JLCCHAAL.M.DD..MI.KEENI.KFFN A92 B94 C98 D96 E98 F90 H97 I98 J97 K95 L95 M94 N96 
8 0 8 ..JBB.H.J.CCHAAL.MIDDL.MI.KEEN..KFFN A92 B94 C98 D96 E98 F90 H97 I97 J97 K95 L96 M94 N96 
8 0 8 ..J.BBH.JCCMHAAL.MDDKL..I.KEENI.FF.N A92 B95 C99 D97 E98 F89 H97 I98 J97 K96 L96 M95 N96 
8 0 8 H.J.BBH.JCCM.AAL.MDDKL.NI.KEENI.FF.. A92 B95 C99 D97 E98 F89 H98 I98 J97 K96 L96 M95 N95 
8 0 8 ..J.BBH.JCCMHAAL.MDDKL..I.KEENIFF..N A92 B95 C99 D97 E98 F88 H97 I98 J97 K96 L96 M95 N96 
8 0 8 ..JBB.H.JCCMHAAL.MDDKL..I.KEENIFF..N A92 B94 C99 D97 E98 F88 H97 I98 J97 K96 L96 M95 N96 
8 0 8 ..JBB.H.JCCMHAAL.MDDKL..I.KEENI.FF.N A92 B94 C99 D97 E98 F89 H97 I98 J97 K96 L96 M95 N96 
8 0 8 H.JBBMH.JCCM.AAL..DDKL..I.KEENIFF..N A92 B94 C99 D97 E98 F88 H98 I98 J97 K96 L96 M94 N96 
8 0 8 H.J.BBH.JCCM.AAL.MDDKL.NI.KEENIFF... A92 B95 C99 D97 E98 F92 H98 I98 J97 K96 L96 M95 N95 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NI..EENIFF... A93 B96 C99 D97 E98 F92 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NI..EENIFF... A93 B95 C99 D97 E98 F92 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JLCC.AAL.MDDK..MI.KEENIFF..N A92 B96 C98 D97 E98 F92 H98 I98 J97 K96 L95 M96 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MI.EE.NIFF..N A93 B96 C98 D97 E97 F92 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JLCCAAKL.MDDK..MI..EENIFF..N A93 B96 C98 D97 E98 F92 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.JBBMH.JCCM.AAL..DDKL..I.KEENI.FF.N A92 B96 C99 D97 E98 F93 H98 I98 J97 K96 L96 M94 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..I..EENI.FF.N A93 B96 C99 D97 E98 F93 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..I..EENI..FFN A93 B96 C99 D97 E98 F94 H98 I98 J97 K95 L96 M94 N96 
8 0 8 ..JBB.H.JCC.HAAL.MDDKL.MI.KEENIFF..N A92 B96 C99 D97 E98 F92 H97 I98 J97 K96 L96 M96 N96 
8 0 8 ..JBB.H.JCC.HAAL.MDDKL.MI.KEENI.FF.N A92 B96 C99 D97 E98 F93 H97 I98 J97 K96 L96 M96 N96 
8 0 8 ..JBBMH.JCCMHAAL..DDKL..I.KEENI..FFN A92 B96 C99 D97 E98 F94 H97 I98 J97 K96 L96 M94 N96 
8 0 8 H..BB.H.JLCCAAJL.MDDK..MI.KEENI..FFN A93 B96 C98 D97 E98 F94 H98 I98 J96 K96 L95 M96 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MI.EE.NI..FFN A93 B96 C98 D97 E97 F94 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JCC.AAKL.MDDKL.MI.EE.NI..FFN A93 B94 C99 D97 E95 F94 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JCC.AAK..MDDKL.MIEEL.NI..FFN A93 B94 C99 D97 E96 F94 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MIEE..NI..FFN A93 B94 C98 D97 E96 F94 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL..I.EE.NI..FFN A93 B95 C99 D97 E95 F94 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.J.BBH.JCCMAAK..MDDKL..IEEL.NI..FFN A93 B95 C99 D97 E96 F94 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.J.BBH.JCC.AAKL.MDDKL.MI.EE.NI.FF.N A93 B95 C99 D97 E95 F93 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.J.BBH.JCC.AAK..MDDKL.MIEEL.NI.FF.N A93 B95 C99 D97 E96 F93 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MIEE..NI.FF.N A93 B95 C98 D97 E96 F93 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JCC.AAKL.MDDKL.MI.EE.NIFF..N A93 B94 C99 D97 E95 F92 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JCC.AAK..MDDKL.MIEEL.NIFF..N A93 B94 C99 D97 E96 F92 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MIEE..NIFF..N A93 B94 C98 D97 E96 F92 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL..I.EE.NIFF..N A93 B94 C99 D97 E95 F92 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.JBB.H.JCCMAAK..MDDKL..IEEL.NIFF..N A93 B94 C99 D97 E96 F92 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..IEE..NIFF..N A93 B94 C99 D97 E96 F92 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBB.H.JCC.AAKL.MDDKL.MI.EE.NI.FF.N A93 B94 C99 D97 E95 F91 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBB.H.JCC.AAK..MDDKL.MIEEL.NI.FF.N A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L95 M94 N96 
8 0 8 H.JBB.H.J.CCAAKL.MDDKL.MIEE..NI.FF.N A93 B94 C98 D97 E96 F91 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL.NI.EE.NI.FF.. A93 B94 C99 D97 E95 F91 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JCCMAAK..MDDKL.NIEEL.NI.FF.. A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L95 M95 N95 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NIEE..NI.FF.. A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NIEE..NI...FF A93 B94 C99 D97 E96 F89 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL.NI.EE.NIFF... A93 B94 C99 D97 E95 F88 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JCCMAAK..MDDKL.NIEEL.NIFF... A93 B94 C99 D97 E96 F88 H98 I98 J97 K95 L95 M95 N95 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NIEE..NIFF... A93 B94 C99 D97 E96 F88 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL.NIEE..NI...FF A93 B94 C99 D97 E96 F89 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL.NI.EE.NI..FF. A93 B94 C99 D97 E95 F90 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JCCMAAK..MDDKL.NIEEL.NI..FF. A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L95 M95 N95 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NIEE..NI..FF. A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L96 M94 N95 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NIEE..NI..FF. A93 B93 C99 D97 E96 F90 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL..I.EE.NI..FFN A93 B94 C99 D97 E95 F90 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.JBB.H.JCCMAAK..MDDKL..IEEL.NI..FFN A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..IEE..NI..FFN A93 B94 C99 D97 E96 F90 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL..I.EE.NI.FF.N A93 B94 C99 D97 E95 F91 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.JBB.H.JCCMAAK..MDDKL..IEEL.NI.FF.N A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL..IEE..NI.FF.N A93 B94 C99 D97 E96 F91 H98 I98 J97 K95 L96 M94 N96 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NIEE..NI.FF.. A93 B95 C99 D97 E96 F91 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL..I.EE.NI.FF.N A93 B95 C99 D97 E95 F91 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.J.BBH.JCCMAAK..MDDKL..IEEL.NI.FF.N A93 B95 C99 D97 E96 F91 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NIEE..NIFF... A93 B95 C99 D97 E96 F92 H98 I98 J97 K95 L96 M95 N95 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL..I.EE.NIFF..N A93 B95 C99 D97 E95 F92 H98 I98 J97 K95 L96 M95 N96 
8 0 8 H.J.BBH.JCCMAAK..MDDKL..IEEL.NIFF..N A93 B95 C99 D97 E96 F92 H98 I98 J97 K95 L95 M95 N96 
8 0 8 H.J.BBH.JCC.AAKL.MDDKL.MI.EE.NIFF..N A93 B95 C99 D97 E95 F92 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.J.BBH.JCC.AAK..MDDKL.MIEEL.NIFF..N A93 B95 C99 D97 E96 F92 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MIEE..NIFF..N A93 B95 C98 D97 E96 F92 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.J.BBH.JCC.AAK..MDDKL.MIEEL.NI..FFN A93 B95 C99 D97 E96 F94 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H.J.BBH.J.CCAAKL.MDDKL.MIEE..NI..FFN A93 B95 C98 D97 E96 F94 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.J.BBH.JCC.AAKL.MDDKL.MI.EE.NI..FFN A93 B95 C99 D97 E97 F94 H98 I98 J97 K95 L96 M96 N96 
8 0 8 H.JBB.H.JLCCAAKL.MDDK..MI..EENI..FFN A93 B96 C98 D97 E98 F94 H98 I98 J97 K95 L95 M96 N96 
8 0 8 H..BB.H.JLCCAAJL.MDD...MI.KEENI.KFFN A93 B96 C98 D97 E98 F94 H98 I98 J96 K97 L95 M96 N96 
8 0 8 ..JBB.H.JCC.HAAL.MIDDL.MI.KEEN..KFFN A92 B96 C99 D98 E98 F94 H97 I97 J97 K97 L96 M96 N96 
8 0 8 H..BB.H.JLCCAAJL.M.DD..MI.KEENI.KFFN A93 B96 C98 D98 E98 F94 H98 I98 J96 K97 L95 M96 N96 
8 0 8 ..JBB.H.JLCCHAAL.MIDD..MI.KEEN..KFFN A92 B96 C98 D98 E98 F94 H97 I97 J97 K97 L95 M96 N96 
8 0 8 H...BBH.JLCCAAJL.MIDD..MI.KEEN..KFFN A93 B95 C98 D94 E98 F94 H98 I97 J96 K97 L95 M96 N96 
8 0 8 H.JLBBH.JLCCAA...MIDD..MI.KEEN..KFFN A93 B95 C98 D94 E98 F94 H98 I97 J97 K97 L94 M96 N96 
8 0 8 H..LBBH.JLCCAAJ..MI..DDMI.KEEN..KFFN A93 B95 C98 D96 E98 F94 H98 I97 J96 K97 L94 M96 N96 
8 0 8 H.JLBBH.JLCCAA...MI.DD.MI.KEEN..KFFN A93 B95 C98 D95 E98 F94 H98 I97 J97 K97 L94 M96 N96 
8 0 8 H...BBH.JLCCAAJL.MI.DD.MI.KEEN..KFFN A93 B95 C98 D95 E98 F94 H98 I97 J96 K97 L95 M96 N96 
8 0 8 H.J.BBH.JLCCAAKL.MI.KDDMIEE..N...FFN A93 B95 C98 D96 E96 F94 H98 I97 J97 K95 L95 M96 N96 
8 0 8 H.J.BBH.JLCCAAKL.MI.KDDMI.EE.N...FFN A93 B95 C98 D96 E97 F94 H98 I97 J97 K95 L95 M96 N96 
8 0 8 H..BB.H.JLCCAAJL.MI.KDDMI.KEEN...FFN A93 B94 C98 D96 E98 F94 H98 I97 J96 K96 L95 M96 N96 
